,address,city,country,name,province,reviews.date,reviews.text,reviews.title,reviews.username,lang,translated_text
31302,1606 Central Ave,Albany,US,Days Inn and Suites Albany,Colonie Center,7/10/2016,"Very no frills and about 10 more than it should be. Went to plug my cell phone into the outlet behind nightstand and was horrified at thick layer of dust, and bathroom walls had hair dye on them. But AC, frig, and TV worked well. My room next to the steps was very loud but safe.",meh,Lauri F,en,"Very no frills and about 10 more than it should be. Went to plug my cell phone into the outlet behind nightstand and was horrified at thick layer of dust, and bathroom walls had hair dye on them. But AC, frig, and TV worked well. My room next to the steps was very loud but safe."
31318,1606 Central Ave,Albany,US,Days Inn and Suites Albany,Colonie Center,3/16/2016,This is a FIRST CLASS rental. very friendly and helpful but keep their distance too. The driving instructions to the home were spot on and we were welcomed with a lovely little gift. There is some tourist information in the home which gives you a good start to your stay,Mir jones,ali z,en,This is a FIRST CLASS rental. very friendly and helpful but keep their distance too. The driving instructions to the home were spot on and we were welcomed with a lovely little gift. There is some tourist information in the home which gives you a good start to your stay
31342,35 Via Pico Plz,San Clemente,US,Holiday Inn Express San Clemente,CA,7/25/2015,"We stayed here for a week to explore events in neighboring cities of San Clemente, Carlsbad, Dana Point, Del Mar and Laguna Beach. Quick access to freeway and comfortable rooms. The staff was exceptionally helpful and friendly. The breakfast was expansive and very good. Convenient to the Coaster train to go to San Diego.",Nice hotel with good access to surrounding cities,Susan,en,"We stayed here for a week to explore events in neighboring cities of San Clemente, Carlsbad, Dana Point, Del Mar and Laguna Beach. Quick access to freeway and comfortable rooms. The staff was exceptionally helpful and friendly. The breakfast was expansive and very good. Convenient to the Coaster train to go to San Diego."
31355,35 Via Pico Plz,San Clemente,US,Holiday Inn Express San Clemente,CA,8/24/2015,"We have stayed here at least three times now. Always a big, clean room. Not real crowded, but everyone's probably out enjoying the sunshine. Good breakfast with hot and cold choices. Pool is fine, but no spa. That's the only negative. Nice patio area to shoot the breeze outside.",Consistent quality,stattad,en,"We have stayed here at least three times now. Always a big, clean room. Not real crowded, but everyone's probably out enjoying the sunshine. Good breakfast with hot and cold choices. Pool is fine, but no spa. That's the only negative. Nice patio area to shoot the breeze outside."
31368,35 Via Pico Plz,San Clemente,US,Holiday Inn Express San Clemente,CA,6/18/2015,"Stay was great, finding the place was a nightmare!! Drove round and round and no one in the town seemed to be able to give directions!!",Trying to find the pot of gold!!,Tom,en,"Stay was great, finding the place was a nightmare!! Drove round and round and no one in the town seemed to be able to give directions!!"
31415,35 Via Pico Plz,San Clemente,US,Holiday Inn Express San Clemente,CA,10/4/2016,Nice stay at a good location for our needs.,Fantastic Stay!,A Traveler,en,Nice stay at a good location for our needs.
31432,35 Via Pico Plz,San Clemente,US,Holiday Inn Express San Clemente,CA,2/25/2016,"I stayed on the bottom floor, and unlike other hotels I have stayed at, if there was a herd of pachyderms above me, I certainly didn't hear them! The room was nice, clean, and the refrigerator kept everything cold without freezing it! The staff were friendly and helpful!","Nice hotel, friendly staff!",Lori B,en,"I stayed on the bottom floor, and unlike other hotels I have stayed at, if there was a herd of pachyderms above me, I certainly didn't hear them! The room was nice, clean, and the refrigerator kept everything cold without freezing it! The staff were friendly and helpful!"
31460,35 Via Pico Plz,San Clemente,US,Holiday Inn Express San Clemente,CA,7/6/2015,Nicely updated hotel. However it can be hard to find with the only entrance inside the parking lot of a shopping center. Two mapping apps took me to the incorrect location. Tucked away on the top of a hill makes it feel removed from the hustle and bustle below.,Good stay for business,TravelerJay630,en,Nicely updated hotel. However it can be hard to find with the only entrance inside the parking lot of a shopping center. Two mapping apps took me to the incorrect location. Tucked away on the top of a hill makes it feel removed from the hustle and bustle below.
31468,35 Via Pico Plz,San Clemente,US,Holiday Inn Express San Clemente,CA,4/12/2013,thought i got swindled. couldn't find it for the life of me. it's in the back. wayyyyyyy back!,Review,Irma V.,en,thought i got swindled. couldn't find it for the life of me. it's in the back. wayyyyyyy back!
31500,3391 Peachtree Rd N E,Atlanta,US,The Westin Buckhead,GA,4/1/2016,"My wife and I wanted a quick geteaway with our newborn baby for the weekend , the hotel excedded Our expectations",Weekend Getaway,Justin,en,"My wife and I wanted a quick geteaway with our newborn baby for the weekend , the hotel excedded Our expectations"
31713,450 Raynolds St,El Paso,US,Americas Best Value Inn - Medical Center/airport,TX,7/27/2016,Couldn't get good sleep room needed more help with cleaning,it was OK,A Traveler,en,Couldn't get good sleep room needed more help with cleaning
31722,450 Raynolds St,El Paso,US,Americas Best Value Inn - Medical Center/airport,TX,7/7/2016,N/A,"Good hotel, good service. Thank you.",Octavio,hu,SO
31729,450 Raynolds St,El Paso,US,Americas Best Value Inn - Medical Center/airport,TX,7/31/2016,The hotel price was good but the room was not very clean and it smell bad,Ok hotel,Delma,en,The hotel price was good but the room was not very clean and it smell bad
31733,450 Raynolds St,El Paso,US,Americas Best Value Inn - Medical Center/airport,TX,8/5/2015,this place was nasty. there were ants in my room and my father in law clogged the toilet. not enough towels and the front desk guy seemed like he hated his job. the lobby restroom was disgusting...it had hair on the toilet and dead bugs on the floor. avoid this place. I heard the ambulance all night,gross hotel,A Traveler,en,this place was nasty. there were ants in my room and my father in law clogged the toilet. not enough towels and the front desk guy seemed like he hated his job. the lobby restroom was disgusting...it had hair on the toilet and dead bugs on the floor. avoid this place. I heard the ambulance all night
31818,222 S Broadway Ave,Boise,US,Courtyard By Marriott Downtown Boise,ID,10/12/2015,Reserved a room in August for October 10th with 2 double beds and got a room with 1 double bed and a pull out couch. Should have gotten the room we reserved. The rest of the accommodations where fine. took the cushions out of the couch to find popcorn in the bed. Housekeeping came and cleaned it up. Housekeeping wanted to start cleaning the room at 9:00 Sunday morning.,"Decent rooms, although paper thin walls.",A Traveler,en,Reserved a room in August for October 10th with 2 double beds and got a room with 1 double bed and a pull out couch. Should have gotten the room we reserved. The rest of the accommodations where fine. took the cushions out of the couch to find popcorn in the bed. Housekeeping came and cleaned it up. Housekeeping wanted to start cleaning the room at 9:00 Sunday morning.
31823,222 S Broadway Ave,Boise,US,Courtyard By Marriott Downtown Boise,ID,8/1/2015,Arrived in the morning was given a room well before checking time. Greatly appreciated that. Perfect location for the concert I was attending at the Taco Bell Arena. Able to walk easily to from so didn't have to deal with parking.,Perfect location for Taco Bell Arena,Janet,en,Arrived in the morning was given a room well before checking time. Greatly appreciated that. Perfect location for the concert I was attending at the Taco Bell Arena. Able to walk easily to from so didn't have to deal with parking.
31827,222 S Broadway Ave,Boise,US,Courtyard By Marriott Downtown Boise,ID,2/16/2015,"I stayed over a weekend in this hotel, just a short getaway. The hotel was very nice, the staff was welcoming",Boise weekend,Andrea,en,"I stayed over a weekend in this hotel, just a short getaway. The hotel was very nice, the staff was welcoming"
